DMA_NAME,DMA,Date,HYQ_PI_PATIENTS,NUM_PATIENTS_COVERAGE,P_RXNT_IMPRESSION,P_MEDSCAPE_IMPRESSION,P_SERMO_IMPRESSION,P_HCP_PS_IMPRESSIONS,P_DTC_PS_IMPRESSIONS,P_HCP_PLD_IMPRESSIONS,P_RTE,P_HQ_EMAILS_DTC,P_HQ_EMAILS_HCP,P_LUNCH_LEARN_PDES,P_F2F_PDES,P_PHONE_PDES,P_OTHER_PDES,P_TOTAL_PDES,P_FB_2,P_DSE_2
Charleston-Sc,519_1,4/1/2024,21,186,119,0,0,13,49,819,0,0,0,0,3.5,0,0,3.5,1453.635145,536.3436347
Charleston-Sc,519_1,5/1/2024,19,172,65,0,0,116,122,887,0,0,0,0,2.5,0,0,2.5,1630.069023,678.7041572
Charleston-Sc,519_1,6/1/2024,21,173,82,0,0,120,104,1093,0,0,0,0,4,0,0.5,4.5,1918.291817,764.2867396
Charleston-Sc,519_1,7/1/2024,18,89,83,0,0,137,136,1596,0,0,0,0,0,0,0,0,1649.854465,628.0258092
Charleston-Sc,519_1,8/1/2024,19,76,85,0,0,161,115,1766,0,0,0,0,14.5,0,0,14.5,1776.518588,574.9896741
Charleston-Sc,519_1,9/1/2024,17,86,44,0,0,179,172,1596,0,0,0,0,0.5,0,0,0.5,1395.473415,370.1350408
Charleston-Sc,519_1,10/1/2024,20,93,109,0,0,286,232,2133,0,0,15,0,7.5,0,1,8.5,4207.841108,1036.077922
Charleston-Sc,519_1,11/1/2024,17,89,127,0,2,244,176,1701,0,0,0,0,2,0,0,2,4033.798924,798.2958385
Charleston-Sc,519_1,12/1/2024,20,91,146,0,4,102,175,1879,0,0,0,0,2.5,0,0,2.5,3799.836138,293.1627471
Charleston-Sc,519_1,1/1/2025,20,103,126,0,11,335,346,1792,0,0,0,0,4.5,0,0.5,5,5277.459296,7.737938925
Charleston-Sc,519_1,2/1/2025,19,104,137,0,3,102,158,0,0,0,0,0,0.5,0.5,2,3,3671.51699,43.90666584
Augusta,520_1,1/1/2023,1,239,0,0,0,80,70,0,1,0,0,0,0,0,1.5,1.5,10237.84277,0
Augusta,520_1,2/1/2023,1,240,0,0,0,107,43,0,0,0,0,0,0,0,0,0,7290.133952,0
Augusta,520_1,3/1/2023,1,238,0,0,0,88,58,0,0,0,0,0,0,0,0,0,7288.184801,0
Augusta,520_1,4/1/2023,0,235,0,0,0,50,56,0,0,0,0,0,0,0,0.5,0.5,4926.221789,0
Augusta,520_1,5/1/2023,1,242,0,0,0,82,55,0,0,0,0,0,3,0,0,3,4200.826659,0
Augusta,520_1,6/1/2023,1,234,0,0,0,109,74,0,0,0,0,0,1,0,0,1,4981.36491,0
Augusta,520_1,7/1/2023,0,222,0,0,0,42,56,0,0,0,0,0,0,0,0,0,4127.214509,0
Augusta,520_1,8/1/2023,1,224,0,0,0,61,65,0,0,0,0,0,0,0,0,0,4666.346812,0
Augusta,520_1,9/1/2023,0,224,0,1,0,49,46,0,0,0,0,0,0,0,0,0,3231.476395,0
Augusta,520_1,10/1/2023,1,209,116,0,0,43,44,491,0,0,0,0,0,0,0,0,2404.231081,0
Augusta,520_1,11/1/2023,1,212,81,0,0,51,38,457,0,0,0,0,0,0,0,0,1526.861217,0
Augusta,520_1,12/1/2023,1,194,124,1,0,56,55,500,0,0,0,0,0,0,0,0,2833.521722,0
Augusta,520_1,1/1/2024,1,179,143,13,0,113,79,508,0,0,39,0,0,0,0,0,4073.885832,254.614231
Augusta,520_1,2/1/2024,2,177,50,39,0,68,97,433,0,0,10,0,0,0,0,0,2589.882534,388.7991307
Augusta,520_1,3/1/2024,1,165,58,14,0,61,78,452,0,0,0,0,0,0,0,0,2338.992122,478.9881807
Augusta,520_1,4/1/2024,2,170,92,0,0,17,24,577,0,0,0,0,0,0,0,0,1056.467073,389.8016581
Augusta,520_1,5/1/2024,1,178,15,0,0,47,66,634,0,0,0,0,0,0,0,0,688.6100166,286.7133074
Augusta,520_1,6/1/2024,1,176,24,0,0,90,90,928,0,0,0,0,0,0,0,0,1552.184658,618.4221509
Augusta,520_1,7/1/2024,1,87,26,0,0,50,71,1100,0,0,0,0,0,0,0,0,1053.979773,401.2029631
Augusta,520_1,8/1/2024,1,75,111,0,0,81,70,1089,0,0,0,0,0,0,0,0,1128.385807,365.2144098
Augusta,520_1,9/1/2024,1,75,97,0,0,90,43,981,0,0,0,0,0,0,0,0,848.7786569,225.1298516
Augusta,520_1,10/1/2024,1,82,65,0,0,133,96,1037,0,0,7,0,0,0,0,0,2028.861766,499.5575712
Augusta,520_1,11/1/2024,1,84,75,0,0,129,46,1112,0,0,0,0,6,0,0,6,2441.792948,483.2350807
Augusta,520_1,12/1/2024,1,74,68,0,0,56,75,1283,0,0,0,0,5,0,0,5,2442.045601,188.4072815
Augusta,520_1,1/1/2025,1,74,67,0,0,153,158,1429,1,0,0,0,4,0,0,4,3653.781207,5.357262698
Augusta,520_1,2/1/2025,1,75,79,0,0,28,88,0,0,0,0,0,3,0,0,3,1789.864532,21.4044996
Providence/New Bedford,521_1,1/1/2023,7,477,0,0,0,307,217,0,0,0,0,0,20.5,0,0,20.5,35764.19741,0
Providence/New Bedford,521_1,2/1/2023,7,484,0,0,0,333,233,0,0,0,0,0,12,0,0,12,27508.10545,0
Providence/New Bedford,521_1,3/1/2023,7,493,0,0,0,326,274,0,0,0,0,0,14.5,0,0,14.5,29951.44438,0
Providence/New Bedford,521_1,4/1/2023,6,507,0,0,0,210,255,0,0,0,0,0,19,0,0,19,21610.31256,0
Providence/New Bedford,521_1,5/1/2023,5,498,0,0,0,283,219,0,0,0,0,0,12.5,0,0,12.5,15392.8101,0
Providence/New Bedford,521_1,6/1/2023,5,483,0,0,0,223,180,0,2,0,0,0,13.5,0,0,13.5,10969.89103,0
Providence/New Bedford,521_1,7/1/2023,3,463,0,0,0,159,227,0,0,0,0,0,15,0,0,15,16256.17144,0
Providence/New Bedford,521_1,8/1/2023,4,461,0,3,0,213,240,0,0,0,0,0,14,0,0,14,16887.73132,0
Providence/New Bedford,521_1,9/1/2023,4,454,0,2,0,229,205,0,0,0,0,0,4,0,0,4,14676.28863,0
Providence/New Bedford,521_1,10/1/2023,4,384,416,0,0,191,194,1503,0,0,0,0,0,0,0,0,7981.770046,0
Providence/New Bedford,521_1,11/1/2023,5,383,414,0,0,200,198,1213,0,0,0,0,0,0,0,0,4931.250343,0
Providence/New Bedford,521_1,12/1/2023,5,368,340,2,0,197,176,1346,0,0,0,0,0,0,0,0,7934.630802,0
Providence/New Bedford,521_1,1/1/2024,5,364,590,131,0,277,209,1499,0,0,87,1,0.5,4.5,0,6,12713.2549,794.5670922
Providence/New Bedford,521_1,2/1/2024,5,318,393,108,0,198,278,1177,0,0,12,5.5,7,10,0,22.5,8048.329365,1208.23374
Providence/New Bedford,521_1,3/1/2024,5,311,431,107,0,130,165,1051,0,0,0,6,1.5,19,0,26.5,6646.54775,1361.106686
Providence/New Bedford,521_1,4/1/2024,5,320,305,0,0,26,97,2452,0,0,0,0.5,4,15.5,0,20,3399.758701,1254.399321
Providence/New Bedford,521_1,5/1/2024,5,306,262,0,0,200,225,2460,0,0,0,2.5,5,2,0,9.5,3695.899073,1538.844079
Providence/New Bedford,521_1,6/1/2024,3,303,385,0,0,241,251,2483,2,0,0,0,0.5,1.5,0,2,4607.191213,1835.599317
Providence/New Bedford,521_1,7/1/2024,4,173,335,0,0,175,235,2522,0,0,0,2,3.5,0,0,5.5,2761.308676,1051.106721
Providence/New Bedford,521_1,8/1/2024,3,174,301,0,0,223,238,2968,0,0,0,0.5,2,1.5,0,4,3115.380505,1008.326979
Providence/New Bedford,521_1,9/1/2024,3,177,267,0,0,243,300,2835,1,2,0,2.5,1,1,0,4.5,2556.148441,677.992212
Providence/New Bedford,521_1,10/1/2024,6,176,179,3,0,481,468,3143,0,5,23,1,4,2.5,0,7.5,6523.290971,1606.200801
Providence/New Bedford,521_1,11/1/2024,7,168,223,1,0,523,270,2852,0,0,0,2,6.5,0.5,0,9,6936.341349,1372.714044
Providence/New Bedford,521_1,12/1/2024,5,167,182,2,0,253,424,3622,0,0,0,0,3,1,0,4,7387.105553,569.9256701
Providence/New Bedford,521_1,1/1/2025,4,156,236,0,0,527,710,3884,0,0,0,0,6.5,4.5,0,11,10831.93466,15.88204553
Providence/New Bedford,521_1,2/1/2025,4,143,162,0,5,172,417,0,1,0,0,0,8.5,2,0,10.5,6939.16711,82.98359844
Columbus-Ga,522_1,1/1/2023,13,282,0,0,0,82,57,0,0,0,0,0,0,0,1.5,1.5,9487.067633,0
Columbus-Ga,522_1,2/1/2023,12,277,0,0,0,78,32,0,0,0,0,0,0,0,4,4,5346.098232,0
Columbus-Ga,522_1,3/1/2023,10,265,0,0,0,72,30,0,0,0,0,0,0,0,0,0,5091.745546,0
Columbus-Ga,522_1,4/1/2023,9,265,0,0,0,50,56,0,0,0,0,0,2,0,3,5,4926.221789,0
Columbus-Ga,522_1,5/1/2023,11,272,0,0,0,50,35,0,0,0,0,0,0,0,4.5,4.5,2606.352308,0
Columbus-Ga,522_1,6/1/2023,10,263,0,0,0,66,58,0,0,0,0,0,0,0,2,2,3375.351088,0
Columbus-Ga,522_1,7/1/2023,11,257,0,0,0,37,42,0,0,0,0,0,1.5,2,1,4.5,3327.040268,0
Columbus-Ga,522_1,8/1/2023,8,253,0,0,0,28,36,0,0,0,0,0,0,0.5,0,0.5,2370.207904,0
Columbus-Ga,522_1,9/1/2023,11,262,0,0,0,39,38,0,0,0,0,0,0,1,1,2,2591.913359,0
Columbus-Ga,522_1,10/1/2023,11,248,322,0,0,37,36,445,0,0,0,0,1,0,0,1,2910.020329,0
Columbus-Ga,522_1,11/1/2023,12,257,301,0,0,62,59,372,0,0,0,0,3.5,1,0,4.5,1933.537172,0
Columbus-Ga,522_1,12/1/2023,11,238,298,0,0,39,17,396,0,0,0,0,1.5,2,0,3.5,2887.420234,0
Columbus-Ga,522_1,1/1/2024,13,231,483,22,0,65,48,409,0,0,11,0,7,2,0,9,4724.797201,295.2956111
Columbus-Ga,522_1,2/1/2024,11,212,471,64,0,53,88,340,0,0,2,0,0.5,0,0,0.5,3782.640488,567.8587017
Columbus-Ga,522_1,3/1/2024,10,208,481,31,0,31,48,287,0,0,0,0,4.5,0,0,4.5,3097.488813,634.3161728
Columbus-Ga,522_1,4/1/2024,12,219,335,0,0,2,22,477,0,0,0,0,0.5,0,0,0.5,2851.666761,1052.171393
Columbus-Ga,522_1,5/1/2024,10,202,353,0,0,35,42,445,0,0,0,0,3,0,0,3,2313.299275,963.1775172
Columbus-Ga,522_1,6/1/2024,10,188,379,0,0,49,56,571,0,0,0,0,0,0,0,0,1446.603193,576.3563332
Columbus-Ga,522_1,7/1/2024,10,136,411,0,0,41,43,686,0,0,0,0,0.5,0.5,0,1,998.1957596,379.9684839
Columbus-Ga,522_1,8/1/2024,10,130,364,0,0,54,61,810,0,0,0,0,2,0,0,2,1076.602003,348.454015
Columbus-Ga,522_1,9/1/2024,10,139,347,0,0,73,52,779,0,0,0,0,0,0,0,0,876.8142857,232.5660152
Columbus-Ga,522_1,10/1/2024,9,143,302,0,0,120,99,773,0,0,4,0,5.5,0,0,5.5,1968.2082,484.6231145
Columbus-Ga,522_1,11/1/2024,10,144,291,0,0,126,65,830,0,0,0,0,0,0,0,0,2352.152972,465.4951733
Columbus-Ga,522_1,12/1/2024,9,137,286,0,0,51,78,1024,0,0,0,0,0,0,0,0,2371.190027,182.9406735
Columbus-Ga,522_1,1/1/2025,8,120,257,0,1,131,132,1153,0,0,0,0,0,0,0,0,3384.853204,4.962953931
Columbus-Ga,522_1,2/1/2025,7,117,287,0,3,36,59,0,0,0,0,0,0,0,0,0,3533.835102,42.26016587
Burlington/Plattsburgh,523_1,1/1/2023,2,131,0,0,0,167,123,0,1,0,0,0,0,0.5,2,2.5,19793.16269,0
Burlington/Plattsburgh,523_1,2/1/2023,3,139,0,0,0,187,106,0,0,0,0,0,0,0,3,3,14240.06165,0
Burlington/Plattsburgh,523_1,3/1/2023,4,135,0,0,0,190,121,0,0,0,0,0,0,0,4,4,15524.832,0
Burlington/Plattsburgh,523_1,4/1/2023,4,135,0,0,0,87,106,0,0,0,0,0,0,0,1,1,8969.441556,0
Burlington/Plattsburgh,523_1,5/1/2023,4,141,0,0,0,120,101,0,0,0,0,0,0,0,0,0,6776.516,0
Burlington/Plattsburgh,523_1,6/1/2023,5,130,0,0,0,111,108,0,0,0,0,0,0,0,7,7,5961.305549,0
Burlington/Plattsburgh,523_1,7/1/2023,5,121,0,0,0,87,131,0,0,0,0,0,3,0,0,3,9180.946563,0
Burlington/Plattsburgh,523_1,8/1/2023,6,122,0,0,0,133,123,0,0,0,0,0,3,0,0,3,9480.831617,0
Burlington/Plattsburgh,523_1,9/1/2023,6,119,0,0,0,114,127,0,0,0,1,0,7.5,0,0,7.5,8146.013416,0
Burlington/Plattsburgh,523_1,10/1/2023,6,113,124,0,0,113,112,891,0,0,4,0,2.5,0,0,2.5,4309.601535,0
Burlington/Plattsburgh,523_1,11/1/2023,7,117,147,0,0,147,112,870,0,0,0,0,3.5,0,0,3.5,3107.296513,0
Burlington/Plattsburgh,523_1,12/1/2023,6,109,91,0,0,116,98,951,1,0,0,0,0,0,0,0,4835.466419,0
Burlington/Plattsburgh,523_1,1/1/2024,7,102,78,42,0,265,119,958,1,0,65,0,3,0,0,3,6950.640968,434.4088613
Burlington/Plattsburgh,523_1,2/1/2024,6,95,63,79,0,86,145,968,2,0,8,0,5,0,0,5,5012.556009,752.4964524
Burlington/Plattsburgh,523_1,3/1/2024,6,102,179,52,0,50,105,871,1,0,0,0,1,0,0,1,4434.559724,908.1269127
Burlington/Plattsburgh,523_1,4/1/2024,8,103,115,0,0,15,48,1482,0,0,0,0,0,0,0,0,1413.918338,521.689437
Burlington/Plattsburgh,523_1,5/1/2024,8,105,89,0,0,80,111,1437,0,0,0,0,4.5,0,0,4.5,1506.334412,627.1853601
Burlington/Plattsburgh,523_1,6/1/2024,9,93,81,0,0,105,129,1605,0,0,0,0,2,0,0,2,2632.680693,1048.913896
Burlington/Plattsburgh,523_1,7/1/2024,8,62,90,0,0,78,114,1711,0,0,0,0,3.5,0,0,3.5,1684.50817,641.216925
Burlington/Plattsburgh,523_1,8/1/2024,8,63,114,0,0,111,105,1869,4,0,0,0,5,0,0,5,1836.654619,594.4533586
Burlington/Plattsburgh,523_1,9/1/2024,9,65,92,0,0,117,104,1842,0,0,0,0,2,0,0,2,1510.419493,400.6233114
Burlington/Plattsburgh,523_1,10/1/2024,8,62,88,0,0,213,181,1927,0,0,24,0,4.5,0,0,4.5,3689.253123,908.3883191
Burlington/Plattsburgh,523_1,11/1/2024,8,55,116,2,0,182,125,1581,4,0,0,0,1.5,0,0,1.5,3596.35584,711.7250896
Burlington/Plattsburgh,523_1,12/1/2024,9,53,97,0,0,86,101,1848,0,0,0,0,3.5,0,0,3.5,3513.118234,271.0420541
Burlington/Plattsburgh,523_1,1/1/2025,8,48,145,0,0,180,211,1827,0,0,0,0,0,0,0,0,4778.021578,7.00565122
Burlington/Plattsburgh,523_1,2/1/2025,7,41,170,0,0,91,149,0,0,0,0,0,1.5,0,0,1.5,3763.304915,45.0043325
Atlanta,524_1,1/1/2023,88,895,0,0,0,1064,875,0,0,0,0,0,0,0,0,0,132341.1808,0
Atlanta,524_1,2/1/2023,94,904,0,0,0,1083,662,0,0,0,0,0,2,0,8.5,10.5,84808.55834,0
Atlanta,524_1,3/1/2023,102,896,0,0,0,1188,729,0,0,0,1,0,29,0.5,61,90.5,95744.78389,0
Atlanta,524_1,4/1/2023,95,923,0,0,0,584,812,0,0,0,0,0,28,1,60,89,64877.41147,0
Atlanta,524_1,5/1/2023,96,924,0,0,0,940,815,0,0,0,0,0,24,0.5,60,84.5,53813.50941,0
Atlanta,524_1,6/1/2023,102,907,0,0,0,901,743,0,0,0,0,0,22.5,1,107.5,131,44750.62248,0
Atlanta,524_1,7/1/2023,97,891,0,0,0,588,838,0,0,0,0,12.5,48.5,15.5,13.5,90,60055.18257,0
Atlanta,524_1,8/1/2023,94,892,0,6,0,854,799,0,0,0,0,20.5,90,35.5,2.5,148.5,61440.23302,0
Atlanta,524_1,9/1/2023,94,921,0,38,0,850,748,0,0,0,0,18,92,19.5,3,132.5,55069.74357,0
Atlanta,524_1,10/1/2023,97,818,2085,9,0,730,690,5553,0,0,0,18.5,122.5,4,0.5,145.5,31410.89801,0
Atlanta,524_1,11/1/2023,100,830,2270,0,0,705,752,5797,0,0,1,11.5,87.5,3,0,102,23195.1405,0
Atlanta,524_1,12/1/2023,99,756,2473,22,0,694,586,4966,0,0,1,7,32.5,3,0,42.5,33655.77024,0
Atlanta,524_1,1/1/2024,97,715,3208,1133,0,1386,917,6138,0,0,354,1.5,65.5,0,0,67,59792.80927,3736.997251
Atlanta,524_1,2/1/2024,96,674,3403,1295,0,805,1220,5115,0,0,52,11.5,112.5,1,0,125,44180.3491,6632.455757
Atlanta,524_1,3/1/2024,91,685,3358,1516,0,652,803,5243,0,0,0,13,135,5,0,153,40824.76145,8360.258262
Atlanta,524_1,4/1/2024,100,695,2142,0,0,148,345,8817,0,0,0,16,102,2,0,120,20938.70079,7725.693015
Atlanta,524_1,5/1/2024,96,687,2084,0,0,667,845,8711,1,0,0,15.5,133.5,0,0,149,19345.63766,8054.851981
Atlanta,524_1,6/1/2024,94,639,2120,0,0,858,922,10431,2,5,0,16,81,9.5,0,106.5,19657.34917,7831.890421
Atlanta,524_1,7/1/2024,98,357,2162,0,0,586,609,11954,0,3,0,12.5,92.5,4.5,1.5,111,12943.58159,4927.042644
Atlanta,524_1,8/1/2024,101,354,2234,0,0,728,520,13108,0,0,0,13,92.5,0,0,105.5,13856.34385,4484.757261
Atlanta,524_1,9/1/2024,103,358,2073,0,0,600,513,13231,3,6,0,7.5,95.5,0.5,0,103.5,11510.72823,3053.102851
Atlanta,524_1,10/1/2024,105,368,1673,35,0,661,677,15328,1,8,70,9.5,101.5,0,0,111,27979.48977,6889.264801
Atlanta,524_1,11/1/2024,92,362,1973,19,12,387,215,14076,0,0,3,2,75,0,0,77,29912.86001,5919.807138
Atlanta,524_1,12/1/2024,108,324,2036,30,85,254,353,16599,0,0,1,0,64.5,0,0,64.5,31898.19078,2460.990658
Atlanta,524_1,1/1/2025,97,296,1991,0,83,263,513,17816,0,0,0,0,48.5,0,4.5,53,41786.96314,61.2690597
Atlanta,524_1,2/1/2025,93,317,1948,0,26,200,333,0,0,0,0,0,25,0,0,25,23011.23273,275.1850282
Albany-Ga,525_1,1/1/2023,10,172,0,0,0,58,39,0,0,0,0,0,0,0,7.5,7.5,6620.471655,0
Albany-Ga,525_1,2/1/2023,9,169,0,0,0,51,33,0,0,0,0,0,0,0,3,3,4082.475014,0
Albany-Ga,525_1,3/1/2023,10,168,0,0,0,54,29,0,0,0,0,0,0,0,0,0,4143.283139,0
Albany-Ga,525_1,4/1/2023,7,173,0,0,0,39,34,0,0,0,0,0,0,0,7,7,3392.586703,0
Albany-Ga,525_1,5/1/2023,8,173,0,0,0,56,40,0,0,0,0,0,0,0,2.5,2.5,2943.644958,0
Albany-Ga,525_1,6/1/2023,9,167,0,0,0,49,26,0,0,0,0,0,4.5,0,0,4.5,2041.542996,0
Albany-Ga,525_1,7/1/2023,7,162,0,0,0,30,46,0,0,0,0,0,6,0,0,6,3200.696967,0
Albany-Ga,525_1,8/1/2023,8,169,0,0,0,42,33,0,0,0,0,0,6,0,0,6,2777.587389,0
Albany-Ga,525_1,9/1/2023,8,171,0,0,0,29,21,0,0,0,0,0,0,0,0,0,1683.060623,0
Albany-Ga,525_1,10/1/2023,8,162,16,0,0,22,33,287,0,0,0,0,0,0,0,0,1240.22295,0
Albany-Ga,525_1,11/1/2023,8,169,8,0,0,39,20,266,0,0,0,0,0,0,0,0,810.9167231,0
Albany-Ga,525_1,12/1/2023,6,151,10,0,0,32,22,299,0,0,0,0,0,0,0,0,1397.511393,0
Albany-Ga,525_1,1/1/2024,6,148,5,16,0,108,36,272,0,0,15,0,0,0,0,0,2057.426141,128.5872988
Albany-Ga,525_1,2/1/2024,6,136,2,8,0,27,61,224,0,0,2,0,0,0,0,0,1203.905224,180.7330249
Albany-Ga,525_1,3/1/2024,8,135,2,6,0,40,35,238,0,0,0,0,2.5,0,0,2.5,1132.453199,231.9083047
Albany-Ga,525_1,4/1/2024,7,140,22,0,0,14,14,327,0,0,0,0,9,0,0,9,397.1680725,146.5419767
Albany-Ga,525_1,5/1/2024,7,144,8,0,0,27,40,345,0,0,0,0,12.5,0,0,12.5,403.4824316,167.9960786
Albany-Ga,525_1,6/1/2024,6,140,2,0,0,32,26,481,0,0,0,0,0,0,0,0,741.8126328,295.5533425
Albany-Ga,525_1,7/1/2024,7,81,0,0,0,24,22,571,0,0,0,0,3,0,0,3,521.4960065,198.5102071
Albany-Ga,525_1,8/1/2024,7,81,8,0,0,38,23,793,0,0,0,0,8,0,0,8,719.9619288,233.0235539
Albany-Ga,525_1,9/1/2024,7,78,5,0,0,39,26,683,0,0,0,0,8,0,0,8,527.7707089,139.9857788
Albany-Ga,525_1,10/1/2024,7,85,5,0,0,57,46,773,0,0,2,0,7.5,0,0,7.5,1338.927459,329.6781282
Albany-Ga,525_1,11/1/2024,7,83,4,0,0,54,24,561,0,0,0,0,6.5,0,0,6.5,1152.770092,228.1352107
Albany-Ga,525_1,12/1/2024,7,85,14,1,0,20,36,596,0,0,0,0,4,0,0,4,1099.085301,84.79598972
Albany-Ga,525_1,1/1/2025,6,72,12,0,0,17,41,702,0,0,0,0,9,0,0,9,1560.995623,2.288769675
Albany-Ga,525_1,2/1/2025,6,70,4,0,0,7,22,0,0,0,0,0,3.5,0,0,3.5,302.9001517,3.622299933
Utica,526_1,1/1/2023,1,250,0,0,0,34,18,0,0,0,0,0,0,0,0,0,3549.118827,0
Utica,526_1,2/1/2023,0,250,0,0,0,28,21,0,0,0,0,0,2,0,0,2,2381.443758,0
Utica,526_1,3/1/2023,1,250,0,0,0,35,15,0,0,0,0,0,1,0,0,1,2495.953698,0
Utica,526_1,4/1/2023,1,242,0,0,0,12,21,0,0,0,0,0,1,0,0,1,1533.635085,0
Utica,526_1,5/1/2023,1,238,0,0,0,19,21,0,0,0,0,0,2,0,0,2,1226.518733,0
Utica,526_1,6/1/2023,1,237,0,0,0,29,19,0,0,0,0,0,1.5,0,0,1.5,1306.587518,0
Utica,526_1,7/1/2023,1,229,0,0,0,17,15,0,0,0,0,0,0,0,0,0,1347.661881,0
Utica,526_1,8/1/2023,1,220,0,0,0,24,18,0,0,0,0,0,2,0,0,2,1555.448937,0
Utica,526_1,9/1/2023,1,209,0,0,0,25,41,0,0,0,0,0,0.5,0,0,0.5,2221.640022,0
Utica,526_1,10/1/2023,1,176,124,0,0,26,24,237,0,0,0,0,0.5,0,0,0.5,1423.831375,0
Utica,526_1,11/1/2023,1,177,85,0,0,23,36,222,0,0,0,0,0.5,0,0,0.5,891.2778397,0
Utica,526_1,12/1/2023,1,169,72,0,0,17,17,202,0,0,0,0,0.5,0,0,0.5,1185.767243,0
Utica,526_1,1/1/2024,1,167,215,48,0,65,34,194,0,0,4,0,1.5,0,0,1.5,2549.023537,159.3116977
Utica,526_1,2/1/2024,1,155,129,12,0,14,39,167,0,0,0,0,5,0,0,5,1341.388228,201.37229
Utica,526_1,3/1/2024,1,180,155,6,0,10,20,141,0,0,0,0,5,0,0,5,1171.260007,239.8553183
Utica,526_1,4/1/2024,1,186,63,0,0,6,15,288,0,0,0,0,1,0,0,1,667.2423619,246.1905209
Utica,526_1,5/1/2024,1,177,87,0,0,16,35,291,0,0,0,0,3,0,0,3,742.4076741,309.1127845
Utica,526_1,6/1/2024,1,174,91,0,0,27,21,389,0,3,0,0,1,0,0,1,728.1007542,290.0902493
Utica,526_1,7/1/2024,1,144,113,0,0,22,25,504,0,6,0,0,0.5,0,0,0.5,566.2922599,215.5621374
Utica,526_1,8/1/2024,1,149,72,0,0,28,30,615,0,0,0,0,2.5,0,0,2.5,622.2408782,201.3950669
Utica,526_1,9/1/2024,1,141,64,0,0,40,41,621,0,0,0,0,2,0,0,2,536.8822882,142.402532
Utica,526_1,10/1/2024,1,152,66,0,0,105,76,669,0,0,2,0,2,0,0,2,1391.999328,342.7457775
Utica,526_1,11/1/2024,0,154,50,0,0,88,53,549,1,0,0,0,0.5,0,0,0.5,1326.671646,262.5506313
Utica,526_1,12/1/2024,0,155,40,0,0,28,47,691,0,0,0,0,1,0,0,1,1328.130064,102.467118
Utica,526_1,1/1/2025,0,140,39,0,0,91,127,665,0,0,0,0,2,0,0,2,1864.297882,2.733478808
Utica,526_1,2/1/2025,0,111,46,0,0,34,67,0,0,0,0,0,2,0,0,2,1349.282494,16.1356997
Indianapolis,527_1,1/1/2023,18,310,0,0,0,415,343,0,0,0,0,0,0,3.5,13.5,17,51735.23212,0
Indianapolis,527_1,2/1/2023,19,301,0,0,0,507,308,0,0,0,0,0,0,7.5,0,7.5,39609.72781,0
Indianapolis,527_1,3/1/2023,19,308,0,0,0,494,296,0,0,0,0,0,0,12.5,2.5,15,39436.06843,0
Indianapolis,527_1,4/1/2023,18,293,0,0,0,266,297,0,0,0,0,0,0.5,12,4.5,17,26164.74402,0
Indianapolis,527_1,5/1/2023,19,274,0,0,0,345,278,0,0,0,0,0,0,6,9,15,19103.02926,0
Indianapolis,527_1,6/1/2023,13,204,0,0,0,453,323,0,1,0,0,0,1,11,1.5,13.5,21123.16487,0
Indianapolis,527_1,7/1/2023,15,209,0,0,0,277,362,0,0,0,0,0,1.5,7.5,0,9,26911.12318,0
Indianapolis,527_1,8/1/2023,15,212,0,1,0,293,293,0,0,0,0,0,5,11,1,17,21739.25062,0
Indianapolis,527_1,9/1/2023,16,216,14,3,0,289,285,0,0,0,0,0,14.5,30,0,44.5,19893.77656,0
Indianapolis,527_1,10/1/2023,17,211,517,1,0,290,267,2583,0,0,0,0,3.5,6,0,9.5,12672.44567,0
Indianapolis,527_1,11/1/2023,19,206,575,0,0,298,291,2407,0,0,0,0,0,5.5,0,5.5,8696.046901,0
Indianapolis,527_1,12/1/2023,16,191,550,0,0,360,259,2299,0,0,0,0,2.5,7,0,9.5,13351.43116,0
Indianapolis,527_1,1/1/2024,17,192,868,155,0,496,399,2482,1,0,112,0,2.5,2,0,4.5,20537.84679,1283.597107
Indianapolis,527_1,2/1/2024,19,171,886,184,0,324,466,2258,0,0,14,0,3.5,1.5,0,5,15353.50736,2304.903885
Indianapolis,527_1,3/1/2024,19,161,769,253,0,249,328,2240,0,0,0,0,1,0.5,0,1.5,13543.5758,2773.507731
Indianapolis,527_1,4/1/2024,18,161,540,0,0,66,214,3669,0,0,0,0,3,1,0,4,6521.499751,2406.219258
Indianapolis,527_1,5/1/2024,18,156,574,0,0,329,388,3792,0,0,0,0,10,1.5,0,11.5,6945.27759,2891.772499
Indianapolis,527_1,6/1/2024,16,152,680,0,0,455,486,4732,0,1,0,0,3,0.5,1,4.5,8712.527671,3471.249425
Indianapolis,527_1,7/1/2024,15,85,628,0,0,311,407,5234,0,5,0,0,3.5,2,2.5,8,5565.723181,2118.621902
Indianapolis,527_1,8/1/2024,16,95,588,0,0,496,455,6005,0,0,0,0,1,0,0,1,6300.919715,2039.361591
Indianapolis,527_1,9/1/2024,16,93,440,0,0,464,492,5906,0,0,0,0,27.5,0.5,1,29,5117.904008,1357.471657
Indianapolis,527_1,10/1/2024,14,93,381,0,0,882,630,6937,0,0,28,0,6,1,2.5,9.5,13431.73208,3307.2354
Indianapolis,527_1,11/1/2024,17,85,422,4,0,672,387,6810,2,0,0,0,22.5,0,0,22.5,14871.27203,2943.050657
