DMA_NAME,DMA,Date,HYQ_PI_PATIENTS,NUM_PATIENTS_COVERAGE,P_RXNT_IMPRESSION,P_MEDSCAPE_IMPRESSION,P_SERMO_IMPRESSION,P_HCP_PS_IMPRESSIONS,P_DTC_PS_IMPRESSIONS,P_HCP_PLD_IMPRESSIONS,P_RTE,P_HQ_EMAILS_DTC,P_HQ_EMAILS_HCP,P_LUNCH_LEARN_PDES,P_F2F_PDES,P_PHONE_PDES,P_OTHER_PDES,P_TOTAL_PDES,P_FB_2,P_DSE_2
Pittsburgh,508_1,12/1/2023,30,409,449,1,0,356,303,2015,0,0,0,0,0,0,0,0,12027.06775,0
Pittsburgh,508_1,1/1/2024,33,420,523,279,0,804,446,2445,4,0,61,0,44.5,0,1,45.5,20747.23087,1296.683425
Pittsburgh,508_1,2/1/2024,33,402,437,170,0,431,551,2219,0,0,6,1,75,8.5,3,87.5,14171.89668,2127.517768
Pittsburgh,508_1,3/1/2024,32,398,403,168,0,253,357,2135,0,0,0,0,51.5,10,1,62.5,11698.4885,2395.663359
Pittsburgh,508_1,4/1/2024,31,392,246,0,0,81,228,3543,0,0,0,0,64,14,2,80,4408.565605,1626.615941
Pittsburgh,508_1,5/1/2024,31,374,224,0,0,276,431,3688,0,0,0,0,35,4,0.5,39.5,5008.561918,2085.391322
Pittsburgh,508_1,6/1/2024,31,368,270,0,0,412,455,4458,0,6,0,0,12,0,0,12,7680.023209,3059.878505
Pittsburgh,508_1,7/1/2024,32,261,247,0,0,369,454,4947,0,15,0,0,39.5,1,1,41.5,5098.320763,1940.702705
Pittsburgh,508_1,8/1/2024,34,258,342,0,0,525,465,5514,0,0,0,0,37.5,0,0.5,38,5717.934298,1850.671984
Pittsburgh,508_1,9/1/2024,32,272,263,0,0,541,503,5573,1,0,0,0,48,1.5,1,50.5,4822.128125,1279.020131
Pittsburgh,508_1,10/1/2024,33,263,214,2,0,699,631,6364,0,0,21,0,32,1.5,0,33.5,12026.0857,2961.12937
Pittsburgh,508_1,11/1/2024,31,245,210,5,2,721,383,5754,0,0,0,0,32,0,0,32,12684.05662,2510.196914
Pittsburgh,508_1,12/1/2024,33,230,166,3,27,291,495,7107,0,0,0,0,0,0,0,0,13329.08695,1028.357962
Pittsburgh,508_1,1/1/2025,34,223,242,0,3,932,1010,7118,0,0,0,0,26,0,0.5,26.5,18814.8501,27.58678992
Pittsburgh,508_1,2/1/2025,32,191,261,0,4,305,590,0,4,0,0,0,38,0,0,38,10647.39927,127.3293309
Fort Wayne,509_1,1/1/2023,3,184,0,0,0,95,56,0,0,0,0,0,3.5,0,1,4.5,10306.09505,0
Fort Wayne,509_1,2/1/2023,2,185,0,0,0,89,68,0,0,0,0,0,0,0.5,0.5,1,7630.340203,0
Fort Wayne,509_1,3/1/2023,2,188,0,0,0,123,61,0,0,0,0,0,7.5,0,0.5,8,9185.109611,0
Fort Wayne,509_1,4/1/2023,1,170,0,0,0,36,51,0,0,0,0,0,6.5,0,2.5,9,4043.219768,0
Fort Wayne,509_1,5/1/2023,1,168,0,0,0,92,66,0,0,0,0,0,8,0,3,11,4844.748995,0
Fort Wayne,509_1,6/1/2023,1,120,0,0,0,123,74,0,0,0,0,0,5,0,0,5,5362.452936,0
Fort Wayne,509_1,7/1/2023,1,117,0,0,0,49,66,0,0,0,0,0,7,0,0,7,4843.159884,0
Fort Wayne,509_1,8/1/2023,1,122,0,0,0,60,70,0,0,0,0,0,8.5,0.5,0,9,4814.484806,0
Fort Wayne,509_1,9/1/2023,1,127,0,0,0,75,62,0,0,0,0,0,4,0.5,0,4.5,4611.586107,0
Fort Wayne,509_1,10/1/2023,1,116,21,0,0,62,49,675,0,0,0,0,0,0,0,0,2795.698102,0
Fort Wayne,509_1,11/1/2023,1,119,30,0,0,78,66,574,0,0,0,0,0,0,0,0,1821.518645,0
Fort Wayne,509_1,12/1/2023,1,109,57,1,0,58,54,614,0,0,0,0,0,0,0,0,3018.316618,0
Fort Wayne,509_1,1/1/2024,2,112,21,42,0,138,86,609,0,0,45,0,0,0,0,0,4283.269909,267.7005491
Fort Wayne,509_1,2/1/2024,2,91,19,28,0,74,87,544,0,0,2,0,0,0,0,0,2801.680675,420.5947554
Fort Wayne,509_1,3/1/2024,2,73,17,26,0,61,74,520,0,0,0,0,0,0,0,0,2462.468327,504.2741328
Fort Wayne,509_1,4/1/2024,2,73,16,0,0,10,30,825,0,0,0,0,0,0,0,0,444.8282412,164.1270139
Fort Wayne,509_1,5/1/2024,2,71,11,0,0,68,86,807,0,0,0,0,0,1,0,1,887.6613495,369.5913728
Fort Wayne,509_1,6/1/2024,2,66,33,0,0,96,105,1025,0,0,0,0,2,0,0.5,2.5,1726.325517,687.8034348
Fort Wayne,509_1,7/1/2024,2,47,24,0,0,71,88,1284,0,0,0,0,0,0,0.5,0.5,1239.926485,471.9845604
Fort Wayne,509_1,8/1/2024,2,49,30,0,0,118,111,1483,0,0,0,0,0,0,0,0,1454.957865,470.9130288
Fort Wayne,509_1,9/1/2024,2,44,28,0,0,96,119,1614,0,0,0,0,1,0,0,1,1301.554059,345.2238929
Fort Wayne,509_1,10/1/2024,2,43,23,0,0,204,148,1638,0,0,12,0,4,0,0,4,3070.586754,756.0568622
Fort Wayne,509_1,11/1/2024,2,41,4,0,0,205,109,1875,0,0,0,0,0,0,0,0,3931.609351,778.0723438
Fort Wayne,509_1,12/1/2024,1,40,3,0,0,81,128,1962,0,0,0,0,0,0,0,0,3582.326003,276.3815317
Fort Wayne,509_1,1/1/2025,1,42,7,0,0,240,286,1967,1,0,0,0,0,0,2,2,5055.03764,7.411818894
Fort Wayne,509_1,2/1/2025,1,39,5,0,0,73,157,0,0,0,0,0,0,0,0,0,2157.016231,25.79516618
Cleveland,510_1,1/1/2023,60,660,0,0,0,602,505,0,0,0,0,0,4.5,0,51,55.5,75555.27962,0
Cleveland,510_1,2/1/2023,69,648,0,0,0,649,403,0,0,0,0,0,0,0.5,33,33.5,51128.13944,0
Cleveland,510_1,3/1/2023,69,662,0,0,0,623,430,0,0,0,0,0,2.5,0,77,79.5,52564.78488,0
Cleveland,510_1,4/1/2023,67,655,0,0,0,345,483,0,0,0,0,0,2.5,0,57.5,60,38480.2985,0
Cleveland,510_1,5/1/2023,64,655,0,0,0,544,441,0,0,0,0,0,4,0,68.5,72.5,30203.02379,0
Cleveland,510_1,6/1/2023,63,605,0,0,0,486,457,0,0,0,0,0,26.5,2.5,93.5,122.5,25669.00061,0
Cleveland,510_1,7/1/2023,62,593,0,0,0,431,522,0,0,0,0,0,93.5,3,0,96.5,40135.05541,0
Cleveland,510_1,8/1/2023,62,594,0,3,0,393,416,0,0,0,0,0,125,1,0,126,30072.01279,0
Cleveland,510_1,9/1/2023,63,599,0,12,0,433,377,0,0,0,0,0,62.5,1,0,63.5,27669.51664,0
Cleveland,510_1,10/1/2023,64,586,2592,4,0,380,380,4701,0,0,0,0,115.5,1,0,116.5,27911.945,0
Cleveland,510_1,11/1/2023,68,587,2839,0,0,451,463,4405,0,0,0,0,79,0,0,79,19866.24213,0
Cleveland,510_1,12/1/2023,66,537,2814,6,0,408,343,3957,1,0,0,0,65.5,0,0,65.5,28981.99936,0
Cleveland,510_1,1/1/2024,64,530,3349,472,0,825,510,4705,1,0,285,0,92.5,2.5,0,95,46182.84432,2886.38658
Cleveland,510_1,2/1/2024,62,507,2445,427,0,489,709,4522,1,0,48,0,104.5,0,0,104.5,32104.1393,4819.54733
Cleveland,510_1,3/1/2024,57,493,2681,407,0,327,464,4264,1,0,0,0,115,1,0.5,116.5,28727.62119,5882.957399
Cleveland,510_1,4/1/2024,57,489,1829,0,0,104,209,6798,0,0,0,0,60.5,0,0,60.5,17014.68023,6277.858283
Cleveland,510_1,5/1/2024,58,442,1628,0,0,381,604,7005,1,0,0,0,101,0,0,101,14057.32792,5852.983378
Cleveland,510_1,6/1/2024,60,449,1911,0,0,554,592,8397,1,0,0,0,24.5,0,0,24.5,15705.58576,6257.426958
Cleveland,510_1,7/1/2024,60,288,1741,0,0,443,565,9396,0,0,0,0,52,0,0,52,10265.10373,3907.465908
Cleveland,510_1,8/1/2024,60,283,1746,0,0,615,576,10664,2,0,0,0,34,0,0,34,11359.86334,3676.744034
Cleveland,510_1,9/1/2024,56,289,1578,0,0,606,626,10770,1,0,0,0,25,0,0,25,9518.095923,2524.577527
Cleveland,510_1,10/1/2024,57,295,1467,5,0,1148,892,11971,1,0,42,0,22,0,0,22,23541.16512,5796.435944
Cleveland,510_1,11/1/2024,58,243,1766,8,19,1047,607,11311,0,0,0,0,11,0,0,11,26458.13534,5236.111103
Cleveland,510_1,12/1/2024,58,212,1534,17,15,444,703,12938,0,0,0,0,28.5,0,0,28.5,25789.78117,1989.718194
Cleveland,510_1,1/1/2025,53,203,1710,0,23,1415,1595,13524,0,0,0,0,76,0,0,76,36936.14904,54.15667831
Cleveland,510_1,2/1/2025,56,187,1408,0,4,461,804,0,1,0,0,0,50,0.5,0,50.5,24571.62745,293.8453612
Washington Dc,511_1,1/1/2023,38,785,0,0,0,961,760,0,1,0,0,0,57.5,0,11,68.5,117462.1827,0
Washington Dc,511_1,2/1/2023,39,787,0,0,0,1074,706,0,0,0,0,0,53,0.5,5,58.5,86509.58959,0
Washington Dc,511_1,3/1/2023,43,800,0,0,0,1071,657,0,0,0,0,0,53,2,3.5,58.5,86260.1598,0
Washington Dc,511_1,4/1/2023,43,806,0,0,0,590,789,0,0,0,0,0,56,1,2.5,59.5,64087.35703,0
Washington Dc,511_1,5/1/2023,40,785,0,0,0,1027,823,0,0,0,0,0,48,1.5,7,56.5,56726.49139,0
Washington Dc,511_1,6/1/2023,41,743,0,0,0,914,803,0,0,0,0,0,54,1,1.5,56.5,46737.72432,0
Washington Dc,511_1,7/1/2023,40,726,0,0,0,573,772,0,0,0,0,0,47,0.5,0,47.5,56643.91343,0
Washington Dc,511_1,8/1/2023,40,730,0,24,0,682,675,0,0,0,0,0.5,65.5,1,1.5,68.5,51144.64244,0
Washington Dc,511_1,9/1/2023,40,748,0,23,0,729,661,0,0,0,0,0.5,59.5,0.5,1,61.5,47563.2932,0
Washington Dc,511_1,10/1/2023,39,747,6285,5,0,593,578,4697,0,0,0,0,69,0.5,0.5,70,42119.07995,0
Washington Dc,511_1,11/1/2023,37,755,7457,0,0,726,673,4529,0,0,0,1,57.5,0,1,59.5,32594.95597,0
Washington Dc,511_1,12/1/2023,41,696,7193,23,0,677,558,4729,0,0,0,0,42.5,0.5,0,43,50741.59825,0
Washington Dc,511_1,1/1/2024,38,712,7597,1015,0,1315,764,5936,0,0,304,0,75,0,0.5,75.5,77066.99557,4816.618488
Washington Dc,511_1,2/1/2024,37,662,7448,855,0,605,888,5069,0,0,51,0,72.5,0.5,0,73,55424.22937,8320.412959
Washington Dc,511_1,3/1/2024,35,651,7485,2623,0,430,559,4896,0,0,3,0,72,0,0,72,56432.15382,11556.40262
Washington Dc,511_1,4/1/2024,39,651,5190,181,0,141,318,9469,0,0,0,0,36.5,0.5,0.5,37.5,46309.79726,17086.79449
Washington Dc,511_1,5/1/2024,35,625,5158,0,0,524,756,9702,0,0,0,0,54.5,1.5,0,56,34634.93193,14420.78338
Washington Dc,511_1,6/1/2024,36,586,6219,0,0,747,777,12318,0,2,1,0,38,4,0,42,27511.51325,10961.15021
Washington Dc,511_1,7/1/2024,36,339,6810,0,0,498,600,13567,0,4,5,0,43,0,0,43,18158.54166,6912.144714
Washington Dc,511_1,8/1/2024,34,340,6468,0,0,741,526,13912,0,0,0,0,50,3,0.5,53.5,18080.06482,5851.810755
Washington Dc,511_1,9/1/2024,33,349,5916,3,0,770,720,14210,0,0,0,0,61,0,0,61,15152.55639,4019.060497
Washington Dc,511_1,10/1/2024,40,366,5193,30,0,1082,908,15556,0,0,69,0,50,0,0,50,34630.15322,8526.827959
Washington Dc,511_1,11/1/2024,38,360,5841,44,13,1078,595,13990,0,0,0,0,49.5,0,0,49.5,38654.55048,7649.80292
Washington Dc,511_1,12/1/2024,38,343,5279,39,36,491,770,15906,0,0,1,0,36,0,0,36,37111.8428,2863.231305
Washington Dc,511_1,1/1/2025,38,332,5747,0,231,1175,1371,16320,0,0,1,0,40.5,0.5,0.5,41.5,50236.96407,73.65865617
Washington Dc,511_1,2/1/2025,39,340,5430,0,81,505,817,0,0,0,0,0,45.5,0.5,0,46,62718.68897,750.0356192
Baltimore,512_1,1/1/2023,17,382,0,0,0,476,415,0,0,0,0,0,21.5,3,1.5,26,60812.78607,0
Baltimore,512_1,2/1/2023,18,382,0,0,0,572,367,0,0,0,0,0,15.5,3.5,0,19,45636.23853,0
Baltimore,512_1,3/1/2023,19,393,0,0,0,515,358,0,0,0,0,0,25,1.5,5,31.5,43579.35159,0
Baltimore,512_1,4/1/2023,18,380,0,0,0,267,369,0,0,0,0,0,19.5,0,1,20.5,29557.33072,0
Baltimore,512_1,5/1/2023,16,377,0,0,0,442,328,0,0,0,0,0,18.5,1,0.5,20,23610.4856,0
Baltimore,512_1,6/1/2023,16,387,0,0,0,472,428,0,0,0,0,0,24.5,0,1,25.5,24498.51596,0
Baltimore,512_1,7/1/2023,15,389,0,0,0,305,401,0,0,0,0,0,18.5,0,0,18.5,29732.79025,0
Baltimore,512_1,8/1/2023,16,386,0,0,0,324,273,0,0,0,0,0,22,0,0.5,22.5,22109.59561,0
Baltimore,512_1,9/1/2023,13,399,0,2,0,332,333,0,0,0,0,0,16.5,0,0.5,17,22452.02872,0
Baltimore,512_1,10/1/2023,15,407,5276,0,0,258,268,2174,0,0,0,0,30.5,0,0,30.5,27631.33589,0
Baltimore,512_1,11/1/2023,13,404,6125,0,0,341,289,1864,0,0,0,0,14.5,0,0,14.5,20988.86257,0
Baltimore,512_1,12/1/2023,12,385,5934,3,0,309,257,1868,0,0,0,0,15,0,0,15,32227.4597,0
Baltimore,512_1,1/1/2024,14,396,6981,141,0,571,317,2251,0,0,90,0,19.5,0,0.5,20,47115.96901,2944.706041
Baltimore,512_1,2/1/2024,13,371,6473,154,0,266,445,1997,0,0,6,0,14,0,0.5,14.5,34708.88485,5210.577731
Baltimore,512_1,3/1/2024,13,360,6287,130,0,228,302,1901,0,0,0,0,17.5,0,0,17.5,31214.78476,6392.288722
Baltimore,512_1,4/1/2024,14,355,4006,0,0,73,174,3400,0,0,0,0,10.5,0,0,10.5,33783.11626,12464.86054
Baltimore,512_1,5/1/2024,15,358,3863,0,0,270,303,3530,0,0,0,0,20,0,0,20,23864.64088,9936.408057
Baltimore,512_1,6/1/2024,15,327,4595,0,0,382,342,4164,0,0,0,0,15.5,0.5,0.5,16.5,13002.97448,5180.651287
Baltimore,512_1,7/1/2024,14,184,4825,0,0,287,288,5192,0,0,0,0,18,0,0.5,18.5,8952.48898,3407.812177
Baltimore,512_1,8/1/2024,14,198,4318,0,0,444,371,5189,0,0,0,0,22.5,0,0,22.5,8621.168245,2790.335409
Baltimore,512_1,9/1/2024,15,202,4196,0,0,406,379,5233,0,0,0,0,15,0,0,15,7158.897771,1898.824363
Baltimore,512_1,10/1/2024,16,216,3650,4,0,915,648,5455,0,0,24,0,22.5,0.5,0,23,16218.76341,3993.473677
Baltimore,512_1,11/1/2024,15,214,3758,4,0,861,535,5465,0,0,0,0,12,0,0,12,19044.90931,3769.020751
Baltimore,512_1,12/1/2024,13,208,3960,11,12,308,615,6277,0,0,0,0,13,0,0,13,18427.39269,1421.69948
Baltimore,512_1,1/1/2025,13,214,4352,0,4,970,1176,6876,0,0,0,0,14.5,0,0,14.5,27050.51741,39.66212526
Baltimore,512_1,2/1/2025,13,226,4324,0,5,328,633,0,0,0,0,0,19.5,0,0,19.5,48555.81218,580.6656557
Flint/Saginaw/Bay City,513_1,1/1/2023,2,420,0,0,0,158,127,0,0,0,0,0,3,1,0,4,19451.90126,0
Flint/Saginaw/Bay City,513_1,2/1/2023,4,420,0,0,0,155,88,0,0,0,0,0,2,0,0,2,11810.01701,0
Flint/Saginaw/Bay City,513_1,3/1/2023,5,423,0,0,0,159,94,0,0,0,0,0,7,0,0,7,12629.52572,0
Flint/Saginaw/Bay City,513_1,4/1/2023,5,413,0,0,0,70,107,0,0,0,0,0,2,0,0,2,8225.860911,0
Flint/Saginaw/Bay City,513_1,5/1/2023,6,424,0,0,0,108,79,0,0,0,0,0,3,0,0,3,5733.975077,0
Flint/Saginaw/Bay City,513_1,6/1/2023,5,419,0,0,0,113,78,0,0,0,0,0,4,0,0,4,5199.129498,0
Flint/Saginaw/Bay City,513_1,7/1/2023,4,418,0,0,0,73,93,0,0,0,0,0,0.5,0,0,0.5,6990.996007,0
Flint/Saginaw/Bay City,513_1,8/1/2023,4,417,0,0,0,97,81,0,1,0,0,2,6,0,1,9,6592.140734,0
Flint/Saginaw/Bay City,513_1,9/1/2023,4,423,0,1,0,116,86,0,0,0,0,0.5,5,2,0,7.5,6833.226128,0
Flint/Saginaw/Bay City,513_1,10/1/2023,4,411,358,0,0,99,58,1085,0,0,0,1.5,5,2,0,8.5,5542.895864,0
Flint/Saginaw/Bay City,513_1,11/1/2023,2,412,294,0,0,113,109,1008,2,0,0,1,5.5,1,0,7.5,3711.22248,0
Flint/Saginaw/Bay City,513_1,12/1/2023,1,394,452,1,0,96,70,1027,0,0,0,1,7.5,2,0,10.5,6336.924939,0
Flint/Saginaw/Bay City,513_1,1/1/2024,1,369,438,34,0,205,121,1093,1,0,26,0,5.5,0,1.5,7,8725.853789,545.3580794
Flint/Saginaw/Bay City,513_1,2/1/2024,5,354,490,62,0,134,172,893,0,0,2,0,6.5,1.5,0,8,6513.721781,977.8549154
Flint/Saginaw/Bay City,513_1,3/1/2024,5,348,476,59,0,87,122,792,0,0,0,0.5,8,0,0,8.5,5418.841476,1109.692075
Flint/Saginaw/Bay City,513_1,4/1/2024,4,348,262,0,0,17,56,1255,0,0,0,0,7,0,0,7,2661.026086,981.8312441
Flint/Saginaw/Bay City,513_1,5/1/2024,4,347,206,0,0,89,153,1304,0,0,0,1,4.5,0.5,0,6,2410.135058,1003.496576
Flint/Saginaw/Bay City,513_1,6/1/2024,3,348,252,0,0,131,127,1684,0,0,0,0,3,0.5,0,3.5,3008.386167,1198.60265
Flint/Saginaw/Bay City,513_1,7/1/2024,3,266,173,0,0,95,141,2078,1,0,0,0,7.5,1,0,8.5,2102.04306,800.1537846
Flint/Saginaw/Bay City,513_1,8/1/2024,4,247,198,0,0,109,86,2402,0,0,0,0,3,0,0,3,2334.447322,755.569412
Flint/Saginaw/Bay City,513_1,9/1/2024,4,236,234,0,0,127,135,2618,0,0,0,0.5,3,0,0,3.5,2182.573689,578.9053326
Flint/Saginaw/Bay City,513_1,10/1/2024,4,240,171,0,0,287,273,2657,0,0,1,0,8,0,0,8,5138.873339,1265.32183
Flint/Saginaw/Bay City,513_1,11/1/2024,2,185,165,0,0,280,151,2772,0,0,0,0,0,0,0,0,6038.148789,1194.960171
Flint/Saginaw/Bay City,513_1,12/1/2024,3,178,207,1,0,133,191,3091,0,0,0,0,2,0,0,2,5969.994071,460.5935094
Flint/Saginaw/Bay City,513_1,1/1/2025,3,179,159,0,12,370,430,3392,0,0,0,0,2,0,0,2,8822.05169,12.93510633
Flint/Saginaw/Bay City,513_1,2/1/2025,2,167,209,0,5,113,232,0,0,0,0,0,2,0,0,2,5130.944994,61.35956552
Buffalo,514_1,1/1/2023,3,277,0,0,0,257,184,0,0,0,0,0,15.5,0,0,15.5,30099.25774,0
Buffalo,514_1,2/1/2023,4,281,0,0,0,332,184,0,0,0,0,0,12,0,0,12,25078.0608,0
Buffalo,514_1,3/1/2023,4,285,0,0,0,308,161,0,0,0,0,0,17,0,0,17,23412.04569,0
Buffalo,514_1,4/1/2023,3,282,0,0,0,164,206,0,0,0,0,0,15.5,0,0,15.5,17195.30247,0
Buffalo,514_1,5/1/2023,3,287,0,0,0,243,208,0,0,0,0,0,14,0,0,14,13828.99871,0
Buffalo,514_1,6/1/2023,3,283,0,0,0,250,203,0,0,0,0,0,23.5,0,0,23.5,12330.9197,0
Buffalo,514_1,7/1/2023,3,281,0,0,0,127,183,0,0,0,0,0,12.5,0,0,12.5,13055.47447,0
Buffalo,514_1,8/1/2023,4,279,0,1,0,153,140,0,0,0,0,0,10.5,0,0,10.5,10888.14256,0
Buffalo,514_1,9/1/2023,4,275,0,2,0,179,148,0,0,0,0,0,10,0,0,10,11074.5389,0
Buffalo,514_1,10/1/2023,5,244,170,0,0,127,142,1387,0,0,0,0,15.5,0,0,15.5,6325.829906,0
Buffalo,514_1,11/1/2023,5,252,237,0,0,158,151,1237,0,0,0,0,9,0,0,9,4341.935487,0
Buffalo,514_1,12/1/2023,3,232,172,2,0,141,120,1191,0,0,0,0,12.5,0,0,12.5,6259.927067,0
Buffalo,514_1,1/1/2024,4,210,113,92,0,312,256,1415,0,0,50,0,6.5,0,0,6.5,10186.9905,636.6778205
Buffalo,514_1,2/1/2024,5,206,131,130,0,239,359,1336,0,0,4,0,14.5,0,0,14.5,8170.949343,1226.641734
Buffalo,514_1,3/1/2024,5,225,119,182,0,159,167,1276,0,0,0,0,17,0,0,17,6713.577689,1374.833345
Buffalo,514_1,4/1/2024,4,230,89,0,0,38,109,2433,0,0,0,0,10,0,0,10,1874.633302,691.67813
Buffalo,514_1,5/1/2024,4,208,77,0,0,180,281,2650,0,0,0,0,21.5,0,0,21.5,2894.313976,1205.09187
Buffalo,514_1,6/1/2024,2,209,89,0,0,260,268,3189,0,2,0,0,15,0,0,15,5221.483375,2080.345893
Buffalo,514_1,7/1/2024,3,170,116,0,0,177,273,3061,0,5,0,0,30.5,0,0,30.5,3069.811176,1168.539825
Buffalo,514_1,8/1/2024,2,168,119,0,0,260,240,3366,0,0,0,0,12,0,0,12,3328.362281,1077.260861
Buffalo,514_1,9/1/2024,2,160,95,0,0,301,277,3794,0,0,0,0,11,0,0,11,3130.878828,830.4335648
Buffalo,514_1,10/1/2024,2,175,110,3,0,439,369,4205,0,0,16,0,14.5,0,0,14.5,7797.015847,1919.824388
Buffalo,514_1,11/1/2024,2,176,129,3,0,450,249,3556,11,0,0,0,15.5,0,0,15.5,7865.011501,1556.499486
Buffalo,514_1,12/1/2024,2,178,94,2,7,209,296,4295,0,0,0,0,8.5,0,0,8.5,8079.183253,623.3204461
Buffalo,514_1,1/1/2025,3,163,134,0,23,560,580,4205,0,0,0,0,10,0,0,10,11125.12684,16.31193102
Buffalo,514_1,2/1/2025,2,146,133,0,3,180,375,0,0,0,0,0,13.5,0,0,13.5,6342.5456,75.84876525
Cincinnati,515_1,1/1/2023,20,368,0,0,0,356,301,0,0,0,0,0,0.5,11,9.5,21,44841.75133,0
Cincinnati,515_1,2/1/2023,18,371,0,0,0,391,241,0,0,0,0,0,0,16.5,4.5,21,30715.76439,0
Cincinnati,515_1,3/1/2023,18,371,0,0,0,415,267,0,0,0,0,0,3.5,25,3,31.5,34044.80845,0
Cincinnati,515_1,4/1/2023,17,369,0,0,0,198,311,0,0,0,0,0,0,8,7,15,23655.15934,0
Cincinnati,515_1,5/1/2023,18,376,0,0,0,309,308,0,0,0,0,0,0.5,9,9,18.5,18919.05145,0
Cincinnati,515_1,6/1/2023,18,286,0,0,0,319,254,0,0,0,0,0,1.5,12.5,8.5,22.5,15597.38849,0
Cincinnati,515_1,7/1/2023,16,283,0,0,0,258,336,0,0,0,0,0,7.5,12,0,19.5,25015.97367,0
Cincinnati,515_1,8/1/2023,17,270,0,0,0,324,304,0,0,0,0,0,9.5,17.5,0,27,23257.66506,0
Cincinnati,515_1,9/1/2023,19,273,0,1,0,336,246,0,0,0,0,0,6.5,6,0,12.5,19624.48686,0
Cincinnati,515_1,10/1/2023,20,246,965,0,0,237,230,3348,0,0,0,0,12.5,24,0,36.5,16559.40139,0
Cincinnati,515_1,11/1/2023,20,248,1202,0,0,257,241,3273,0,0,0,0,6.5,13,0,19.5,12110.17677,0
Cincinnati,515_1,12/1/2023,21,215,1007,3,0,280,207,3008,0,0,0,0,7,10.5,0,17.5,17343.77087,0
Cincinnati,515_1,1/1/2024,21,216,1169,140,0,818,305,3584,0,0,131,0,14,16,0,30,27980.08515,1748.730367
Cincinnati,515_1,2/1/2024,24,211,1040,183,0,324,412,3066,0,0,22,0,6.5,14,0,20.5,18753.42489,2815.307335
Cincinnati,515_1,3/1/2024,24,197,974,232,0,254,327,2820,0,0,0,0,14.5,21,0,35.5,16252.99653,3328.353767
Cincinnati,515_1,4/1/2024,24,204,563,0,0,69,148,4951,0,0,0,0,4,19.5,0,23.5,6195.821932,2286.054837
Cincinnati,515_1,5/1/2024,25,205,633,0,0,296,312,4723,0,0,0,0,8.5,34,0,42.5,6676.289302,2779.775113
Cincinnati,515_1,6/1/2024,25,194,679,0,0,333,365,5301,0,0,0,0,11,13.5,0,24.5,9156.792532,3648.253642
Cincinnati,515_1,7/1/2024,25,136,582,0,0,296,345,5266,0,0,0,0,6.5,34,0,40.5,5484.582797,2087.735387
Cincinnati,515_1,8/1/2024,25,148,561,0,0,472,379,5565,0,0,0,0,17,10.5,0,27.5,5827.348466,1886.085076
Cincinnati,515_1,9/1/2024,22,140,484,0,0,456,393,5962,3,0,0,0,10.5,6.5,1,18,5112.997772,1356.170328
Cincinnati,515_1,10/1/2024,27,142,396,2,0,632,508,6234,0,0,49,0,8,7,0,15,11859.2884,2920.059615
Cincinnati,515_1,11/1/2024,25,142,441,2,0,549,307,6258,0,0,0,0,7.5,11,0,18.5,13548.18598,2681.209622
Cincinnati,515_1,12/1/2024,28,133,320,2,3,299,525,7789,0,0,0,0,1,5.5,0,6.5,14728.07259,1136.291688
Cincinnati,515_1,1/1/2025,26,133,507,0,7,834,844,7334,0,0,0,0,0,0,0,0,19261.71542,28.24199472
Cincinnati,515_1,2/1/2025,25,131,477,0,1,268,455,0,0,0,0,0,0,0,0,0,11023.72976,131.8297642
Erie,516_1,1/1/2023,0,43,0,0,0,58,34,0,0,0,0,0,0,0,0,0,6279.210231,0
Erie,516_1,2/1/2023,0,42,0,0,0,89,33,0,0,0,0,0,0,0,0,0,5929.308949,0
Erie,516_1,3/1/2023,0,43,0,0,0,52,31,0,0,0,0,0,0,0,0,0,4143.283139,0
Erie,516_1,4/1/2023,0,46,0,0,0,30,35,0,0,0,0,0,0,0,0,0,3020.79638,0
Erie,516_1,5/1/2023,0,45,0,0,0,49,37,0,0,0,0,0,0,0,0,0,2637.015276,0
Erie,516_1,6/1/2023,0,41,0,0,0,41,40,0,0,0,0,0,0,0,0,0,2204.866436,0
Erie,516_1,7/1/2023,0,41,0,0,0,30,37,0,0,0,0,0,2,0,0,2,2821.667063,0
Erie,516_1,8/1/2023,0,45,0,0,0,12,27,0,0,0,0,0,2,0,0,2,1444.345442,0
Erie,516_1,9/1/2023,0,46,0,0,0,27,22,0,0,0,0,0,0,0,0,0,1649.399411,0
Erie,516_1,10/1/2023,0,53,11,0,0,27,20,273,0,0,0,0,2,0,0,2,1146.686582,0
Erie,516_1,11/1/2023,0,53,38,0,0,37,37,208,0,0,0,0,0,0,0,0,779.2593134,0
Erie,516_1,12/1/2023,0,44,78,0,0,44,33,188,0,0,0,0,0,0,0,0,1320.51352,0
Erie,516_1,1/1/2024,0,44,55,87,0,71,44,193,0,0,4,0,0,0,0,0,2066.529797,129.1562692
Erie,516_1,2/1/2024,0,35,50,45,0,32,61,157,0,0,2,0,0,0,0,0,1289.367632,193.5628384
Erie,516_1,3/1/2024,0,29,56,19,0,15,25,134,0,0,0,0,0,0,0,0,878.4450051,179.8914887
Erie,516_1,4/1/2024,0,28,49,0,0,4,13,254,0,0,0,0,0,0,0,0,524.2618558,193.4354093
Erie,516_1,5/1/2024,0,25,33,0,0,32,56,310,0,0,0,0,0,0,0,0,650.9516563,271.0336734
